destination,origin,flow,year
Nebraska,Minnesota,2695,2021
Nevada,Minnesota,1530,2021
New Hampshire,Minnesota,300,2021
New Jersey,Minnesota,385,2021
New Mexico,Minnesota,906,2021
New York,Minnesota,2538,2021
North Carolina,Minnesota,2360,2021
North Dakota,Minnesota,15897,2021
Ohio,Minnesota,2060,2021
Oklahoma,Minnesota,1054,2021
Oregon,Minnesota,1335,2021
Pennsylvania,Minnesota,890,2021
Rhode Island,Minnesota,160,2021
South Carolina,Minnesota,1816,2021
South Dakota,Minnesota,4390,2021
Tennessee,Minnesota,1634,2021
Texas,Minnesota,9977,2021
Utah,Minnesota,1183,2021
Vermont,Minnesota,48,2021
Virginia,Minnesota,1612,2021
Washington,Minnesota,2252,2021
West Virginia,Minnesota,127,2021
Wisconsin,Minnesota,20941,2021
Wyoming,Minnesota,236,2021
Alabama,Mississippi,4186,2021
Alaska,Mississippi,0,2021
Arizona,Mississippi,1890,2021
Arkansas,Mississippi,1535,2021
California,Mississippi,1821,2021
Colorado,Mississippi,1191,2021
Connecticut,Mississippi,0,2021
Delaware,Mississippi,6,2021
District of Columbia,Mississippi,29,2021
Florida,Mississippi,4522,2021
Georgia,Mississippi,4992,2021
Hawaii,Mississippi,1048,2021
Idaho,Mississippi,20,2021
Illinois,Mississippi,2520,2021
Indiana,Mississippi,621,2021
Iowa,Mississippi,246,2021
Kansas,Mississippi,980,2021
Kentucky,Mississippi,308,2021
Louisiana,Mississippi,7301,2021
Maine,Mississippi,0,2021
Maryland,Mississippi,846,2021
Massachusetts,Mississippi,42,2021
Michigan,Mississippi,253,2021
Minnesota,Mississippi,7,2021
Missouri,Mississippi,2718,2021
Montana,Mississippi,50,2021
Nebraska,Mississippi,83,2021
Nevada,Mississippi,435,2021
New Hampshire,Mississippi,388,2021
New Jersey,Mississippi,0,2021
New Mexico,Mississippi,244,2021
New York,Mississippi,151,2021
North Carolina,Mississippi,695,2021
North Dakota,Mississippi,223,2021
Ohio,Mississippi,1048,2021
Oklahoma,Mississippi,178,2021
Oregon,Mississippi,781,2021
Pennsylvania,Mississippi,373,2021
Rhode Island,Mississippi,0,2021
South Carolina,Mississippi,611,2021
South Dakota,Mississippi,0,2021
Tennessee,Mississippi,6132,2021
Texas,Mississippi,6079,2021
Utah,Mississippi,217,2021
Vermont,Mississippi,0,2021
Virginia,Mississippi,1051,2021
Washington,Mississippi,1051,2021
West Virginia,Mississippi,0,2021
Wisconsin,Mississippi,205,2021
Wyoming,Mississippi,36,2021
Alabama,Missouri,2380,2021
Alaska,Missouri,0,2021
Arizona,Missouri,2730,2021
Arkansas,Missouri,6754,2021
California,Missouri,5200,2021
Colorado,Missouri,6225,2021
Connecticut,Missouri,318,2021
Delaware,Missouri,424,2021
District of Columbia,Missouri,87,2021
Florida,Missouri,11010,2021
Georgia,Missouri,2867,2021
Hawaii,Missouri,605,2021
Idaho,Missouri,642,2021
Illinois,Missouri,13596,2021
Indiana,Missouri,3180,2021
Iowa,Missouri,3912,2021
Kansas,Missouri,24292,2021
Kentucky,Missouri,2097,2021
Louisiana,Missouri,801,2021
Maine,Missouri,277,2021
Maryland,Missouri,684,2021
Massachusetts,Missouri,631,2021
Michigan,Missouri,3862,2021
Minnesota,Missouri,3191,2021
Mississippi,Missouri,1750,2021
Montana,Missouri,262,2021
Nebraska,Missouri,2097,2021
Nevada,Missouri,2251,2021
New Hampshire,Missouri,795,2021
New Jersey,Missouri,1601,2021
New Mexico,Missouri,454,2021
New York,Missouri,2875,2021
North Carolina,Missouri,2263,2021
North Dakota,Missouri,732,2021
Ohio,Missouri,2773,2021
Oklahoma,Missouri,3106,2021
Oregon,Missouri,739,2021
Pennsylvania,Missouri,2269,2021
Rhode Island,Missouri,29,2021
South Carolina,Missouri,1736,2021
South Dakota,Missouri,354,2021
Tennessee,Missouri,3595,2021
Texas,Missouri,11369,2021
Utah,Missouri,952,2021
Vermont,Missouri,113,2021
Virginia,Missouri,2607,2021
Washington,Missouri,4271,2021
West Virginia,Missouri,0,2021
Wisconsin,Missouri,2631,2021
Wyoming,Missouri,348,2021
Alabama,Montana,0,2021
Alaska,Montana,867,2021
Arizona,Montana,4728,2021
Arkansas,Montana,0,2021
California,Montana,2049,2021
Colorado,Montana,741,2021
Connecticut,Montana,0,2021
Delaware,Montana,0,2021
District of Columbia,Montana,65,2021
Florida,Montana,1041,2021
Georgia,Montana,394,2021
Hawaii,Montana,681,2021
Idaho,Montana,1051,2021
Illinois,Montana,431,2021
Indiana,Montana,184,2021
Iowa,Montana,293,2021
Kansas,Montana,256,2021
Kentucky,Montana,443,2021
Louisiana,Montana,0,2021
Maine,Montana,14,2021
Maryland,Montana,154,2021
Massachusetts,Montana,684,2021
Michigan,Montana,474,2021
Minnesota,Montana,822,2021
Mississippi,Montana,38,2021
Missouri,Montana,502,2021
Nebraska,Montana,375,2021
Nevada,Montana,1178,2021
New Hampshire,Montana,198,2021
New Jersey,Montana,0,2021
New Mexico,Montana,153,2021
New York,Montana,558,2021
North Carolina,Montana,233,2021
North Dakota,Montana,1020,2021
Ohio,Montana,100,2021
Oklahoma,Montana,539,2021
Oregon,Montana,1062,2021
Pennsylvania,Montana,74,2021
Rhode Island,Montana,79,2021
South Carolina,Montana,90,2021
South Dakota,Montana,290,2021
Tennessee,Montana,1061,2021
Texas,Montana,1627,2021
Utah,Montana,229,2021
Vermont,Montana,70,2021
Virginia,Montana,771,2021
Washington,Montana,3740,2021
West Virginia,Montana,0,2021
Wisconsin,Montana,191,2021
Wyoming,Montana,810,2021
Alabama,Nebraska,64,2021
Alaska,Nebraska,9,2021
Arizona,Nebraska,2288,2021
Arkansas,Nebraska,43,2021
California,Nebraska,2596,2021
Colorado,Nebraska,2350,2021
Connecticut,Nebraska,66,2021
Delaware,Nebraska,6,2021
District of Columbia,Nebraska,0,2021
Florida,Nebraska,2009,2021
Georgia,Nebraska,144,2021
Hawaii,Nebraska,44,2021
Idaho,Nebraska,960,2021
Illinois,Nebraska,499,2021
Indiana,Nebraska,738,2021
Iowa,Nebraska,8237,2021
Kansas,Nebraska,3485,2021
Kentucky,Nebraska,582,2021
Louisiana,Nebraska,2378,2021
Maine,Nebraska,24,2021
Maryland,Nebraska,625,2021
Massachusetts,Nebraska,169,2021
Michigan,Nebraska,222,2021
Minnesota,Nebraska,2219,2021
Mississippi,Nebraska,329,2021
Missouri,Nebraska,2652,2021
Montana,Nebraska,257,2021
Nevada,Nebraska,108,2021
New Hampshire,Nebraska,0,2021
New Jersey,Nebraska,207,2021
New Mexico,Nebraska,309,2021
New York,Nebraska,598,2021
North Carolina,Nebraska,44,2021
North Dakota,Nebraska,1056,2021
Ohio,Nebraska,0,2021
Oklahoma,Nebraska,592,2021
Oregon,Nebraska,371,2021
Pennsylvania,Nebraska,0,2021
Rhode Island,Nebraska,0,2021
South Carolina,Nebraska,963,2021
South Dakota,Nebraska,2566,2021
Tennessee,Nebraska,1201,2021
Texas,Nebraska,8782,2021
Utah,Nebraska,378,2021
Vermont,Nebraska,0,2021
Virginia,Nebraska,567,2021
Washington,Nebraska,853,2021
West Virginia,Nebraska,0,2021
Wisconsin,Nebraska,933,2021
Wyoming,Nebraska,593,2021
Alabama,Nevada,1150,2021
Alaska,Nevada,535,2021
Arizona,Nevada,5437,2021
Arkansas,Nevada,500,2021
California,Nevada,14826,2021
Colorado,Nevada,3440,2021
Connecticut,Nevada,246,2021
Delaware,Nevada,96,2021
District of Columbia,Nevada,431,2021
Florida,Nevada,9332,2021
Georgia,Nevada,3464,2021
Hawaii,Nevada,1057,2021
Idaho,Nevada,1432,2021
Illinois,Nevada,2242,2021
Indiana,Nevada,1326,2021
Iowa,Nevada,1546,2021
Kansas,Nevada,360,2021
Kentucky,Nevada,164,2021
Louisiana,Nevada,131,2021
Maine,Nevada,46,2021
Maryland,Nevada,268,2021
Massachusetts,Nevada,1440,2021
Michigan,Nevada,1095,2021
Minnesota,Nevada,345,2021
Mississippi,Nevada,341,2021
Missouri,Nevada,1684,2021
Montana,Nevada,2481,2021
Nebraska,Nevada,361,2021
New Hampshire,Nevada,553,2021
New Jersey,Nevada,165,2021
New Mexico,Nevada,1244,2021
New York,Nevada,1926,2021
North Carolina,Nevada,2153,2021
North Dakota,Nevada,6,2021
Ohio,Nevada,2415,2021
Oklahoma,Nevada,1734,2021
Oregon,Nevada,1602,2021
Pennsylvania,Nevada,943,2021
Rhode Island,Nevada,282,2021
South Carolina,Nevada,904,2021
South Dakota,Nevada,325,2021
Tennessee,Nevada,1662,2021
Texas,Nevada,7896,2021
Utah,Nevada,3748,2021
Vermont,Nevada,143,2021
Virginia,Nevada,2193,2021
Washington,Nevada,4324,2021
West Virginia,Nevada,630,2021
Wisconsin,Nevada,432,2021
Wyoming,Nevada,1128,2021
Alabama,New Hampshire,0,2021
Alaska,New Hampshire,276,2021
Arizona,New Hampshire,75,2021
Arkansas,New Hampshire,609,2021
California,New Hampshire,1034,2021
Colorado,New Hampshire,480,2021
Connecticut,New Hampshire,1947,2021
Delaware,New Hampshire,29,2021
District of Columbia,New Hampshire,266,2021
Florida,New Hampshire,3079,2021
Georgia,New Hampshire,1677,2021
Hawaii,New Hampshire,130,2021
Idaho,New Hampshire,551,2021
Illinois,New Hampshire,425,2021
Indiana,New Hampshire,102,2021
Iowa,New Hampshire,123,2021
Kansas,New Hampshire,0,2021
Kentucky,New Hampshire,56,2021
Louisiana,New Hampshire,536,2021
Maine,New Hampshire,5696,2021
Maryland,New Hampshire,357,2021
Massachusetts,New Hampshire,11387,2021
Michigan,New Hampshire,0,2021
Minnesota,New Hampshire,99,2021
Mississippi,New Hampshire,0,2021
Missouri,New Hampshire,188,2021
Montana,New Hampshire,0,2021
Nebraska,New Hampshire,0,2021
Nevada,New Hampshire,41,2021
New Jersey,New Hampshire,540,2021
New Mexico,New Hampshire,100,2021
New York,New Hampshire,2045,2021
North Carolina,New Hampshire,948,2021
North Dakota,New Hampshire,28,2021
Ohio,New Hampshire,1037,2021
Oklahoma,New Hampshire,81,2021
Oregon,New Hampshire,425,2021
Pennsylvania,New Hampshire,819,2021
Rhode Island,New Hampshire,1775,2021
South Carolina,New Hampshire,440,2021
South Dakota,New Hampshire,0,2021
Tennessee,New Hampshire,142,2021
Texas,New Hampshire,2012,2021
Utah,New Hampshire,0,2021
Vermont,New Hampshire,2140,2021
Virginia,New Hampshire,1164,2021
Washington,New Hampshire,905,2021
West Virginia,New Hampshire,0,2021
Wisconsin,New Hampshire,519,2021
Wyoming,New Hampshire,43,2021
Alabama,New Jersey,1965,2021
Alaska,New Jersey,15,2021
Arizona,New Jersey,2947,2021
Arkansas,New Jersey,0,2021
California,New Jersey,9063,2021
Colorado,New Jersey,2895,2021
Connecticut,New Jersey,6352,2021
Delaware,New Jersey,4008,2021
District of Columbia,New Jersey,2709,2021
Florida,New Jersey,36417,2021
Georgia,New Jersey,10793,2021
Hawaii,New Jersey,2046,2021
Idaho,New Jersey,10,2021
Illinois,New Jersey,3016,2021
Indiana,New Jersey,880,2021
Iowa,New Jersey,524,2021
Kansas,New Jersey,0,2021
Kentucky,New Jersey,864,2021
Louisiana,New Jersey,1357,2021
Maine,New Jersey,1010,2021
Maryland,New Jersey,5513,2021
Massachusetts,New Jersey,8539,2021
Michigan,New Jersey,3231,2021
Minnesota,New Jersey,156,2021
Mississippi,New Jersey,239,2021
Missouri,New Jersey,1918,2021
Montana,New Jersey,0,2021
Nebraska,New Jersey,0,2021
Nevada,New Jersey,787,2021
New Hampshire,New Jersey,538,2021
New Mexico,New Jersey,856,2021
New York,New Jersey,38222,2021
North Carolina,New Jersey,14884,2021
North Dakota,New Jersey,73,2021
Ohio,New Jersey,3192,2021
Oklahoma,New Jersey,310,2021
Oregon,New Jersey,159,2021
Pennsylvania,New Jersey,41402,2021
Rhode Island,New Jersey,974,2021
South Carolina,New Jersey,8294,2021
South Dakota,New Jersey,336,2021
Tennessee,New Jersey,2353,2021
Texas,New Jersey,10916,2021
Utah,New Jersey,559,2021
Vermont,New Jersey,2182,2021
Virginia,New Jersey,8963,2021
Washington,New Jersey,1709,2021
West Virginia,New Jersey,1601,2021
Wisconsin,New Jersey,942,2021
Wyoming,New Jersey,10,2021
Alabama,New Mexico,1061,2021
Alaska,New Mexico,1871,2021
Arizona,New Mexico,3818,2021
Arkansas,New Mexico,570,2021
California,New Mexico,3316,2021
Colorado,New Mexico,5966,2021
Connecticut,New Mexico,237,2021
Delaware,New Mexico,86,2021
District of Columbia,New Mexico,0,2021
Florida,New Mexico,2765,2021
Georgia,New Mexico,1262,2021
Hawaii,New Mexico,134,2021
Idaho,New Mexico,857,2021
Illinois,New Mexico,160,2021
Indiana,New Mexico,913,2021
Iowa,New Mexico,121,2021
Kansas,New Mexico,2005,2021
Kentucky,New Mexico,1028,2021
Louisiana,New Mexico,0,2021
Maine,New Mexico,71,2021
Maryland,New Mexico,911,2021
Massachusetts,New Mexico,498,2021
Michigan,New Mexico,289,2021
Minnesota,New Mexico,631,2021
Mississippi,New Mexico,173,2021
Missouri,New Mexico,657,2021
Montana,New Mexico,144,2021
Nebraska,New Mexico,141,2021
Nevada,New Mexico,1687,2021
New Hampshire,New Mexico,185,2021
New Jersey,New Mexico,717,2021
New York,New Mexico,805,2021
North Carolina,New Mexico,631,2021
North Dakota,New Mexico,611,2021
Ohio,New Mexico,620,2021
Oklahoma,New Mexico,1262,2021
Oregon,New Mexico,1351,2021
Pennsylvania,New Mexico,591,2021
Rhode Island,New Mexico,0,2021
South Carolina,New Mexico,1334,2021
South Dakota,New Mexico,4,2021
Tennessee,New Mexico,38,2021
Texas,New Mexico,13456,2021
Utah,New Mexico,2211,2021
Vermont,New Mexico,106,2021
Virginia,New Mexico,969,2021
Washington,New Mexico,950,2021
West Virginia,New Mexico,0,2021
Wisconsin,New Mexico,350,2021
Wyoming,New Mexico,22,2021
Alabama,New York,2085,2021
Alaska,New York,70,2021
Arizona,New York,6674,2021
Arkansas,New York,1352,2021
California,New York,32723,2021
Colorado,New York,12611,2021
Connecticut,New York,40790,2021
Delaware,New York,5958,2021
District of Columbia,New York,3658,2021
Florida,New York,91758,2021
Georgia,New York,14038,2021
Hawaii,New York,2696,2021
Idaho,New York,90,2021
Illinois,New York,8092,2021
Indiana,New York,4290,2021
Iowa,New York,909,2021
Kansas,New York,3064,2021
Kentucky,New York,3115,2021
Louisiana,New York,1357,2021
Maine,New York,3326,2021
Maryland,New York,11578,2021
Massachusetts,New York,24489,2021
Michigan,New York,6385,2021
Minnesota,New York,2047,2021
Mississippi,New York,1804,2021
Missouri,New York,3608,2021
Montana,New York,325,2021
Nebraska,New York,930,2021
Nevada,New York,1582,2021
New Hampshire,New York,4470,2021
New Jersey,New York,91421,2021
New Mexico,New York,2249,2021
North Carolina,New York,32759,2021
North Dakota,New York,149,2021
Ohio,New York,11752,2021
Oklahoma,New York,1332,2021
Oregon,New York,4407,2021
Pennsylvania,New York,49702,2021
Rhode Island,New York,7321,2021
South Carolina,New York,11615,2021
South Dakota,New York,230,2021
Tennessee,New York,5676,2021
Texas,New York,24951,2021
Utah,New York,2918,2021
Vermont,New York,5816,2021
Virginia,New York,13416,2021
Washington,New York,5682,2021
West Virginia,New York,596,2021
Wisconsin,New York,2219,2021
Wyoming,New York,956,2021
Alabama,North Carolina,2613,2021
Alaska,North Carolina,1396,2021
Arizona,North Carolina,2856,2021
Arkansas,North Carolina,724,2021
California,North Carolina,9845,2021
Colorado,North Carolina,7440,2021
Connecticut,North Carolina,2366,2021
Delaware,North Carolina,341,2021
District of Columbia,North Carolina,1330,2021
Florida,North Carolina,21207,2021
Georgia,North Carolina,14739,2021
Hawaii,North Carolina,541,2021
Idaho,North Carolina,371,2021
Illinois,North Carolina,3739,2021
Indiana,North Carolina,2832,2021
Iowa,North Carolina,1039,2021
Kansas,North Carolina,2283,2021
Kentucky,North Carolina,5779,2021
Louisiana,North Carolina,834,2021
Maine,North Carolina,971,2021
Maryland,North Carolina,5139,2021
Massachusetts,North Carolina,5456,2021
Michigan,North Carolina,3711,2021
Minnesota,North Carolina,1278,2021
Mississippi,North Carolina,830,2021
Missouri,North Carolina,4066,2021
Montana,North Carolina,530,2021
Nebraska,North Carolina,444,2021
Nevada,North Carolina,1328,2021
New Hampshire,North Carolina,815,2021
New Jersey,North Carolina,8587,2021
New Mexico,North Carolina,338,2021
New York,North Carolina,7361,2021
North Dakota,North Carolina,73,2021
Ohio,North Carolina,6084,2021
Oklahoma,North Carolina,1256,2021
Oregon,North Carolina,1079,2021
Pennsylvania,North Carolina,6008,2021
Rhode Island,North Carolina,474,2021
South Carolina,North Carolina,34327,2021
South Dakota,North Carolina,272,2021
Tennessee,North Carolina,7468,2021
Texas,North Carolina,20142,2021
Utah,North Carolina,1659,2021
Vermont,North Carolina,349,2021
Virginia,North Carolina,27640,2021
Washington,North Carolina,2499,2021
West Virginia,North Carolina,1308,2021
Wisconsin,North Carolina,3296,2021
Wyoming,North Carolina,212,2021
Alabama,North Dakota,254,2021
Alaska,North Dakota,0,2021
Arizona,North Dakota,3821,2021
Arkansas,North Dakota,0,2021
California,North Dakota,1143,2021
Colorado,North Dakota,540,2021
Connecticut,North Dakota,0,2021
Delaware,North Dakota,0,2021
District of Columbia,North Dakota,0,2021
Florida,North Dakota,3610,2021
Georgia,North Dakota,85,2021
Hawaii,North Dakota,11,2021
Idaho,North Dakota,782,2021
Illinois,North Dakota,140,2021
Indiana,North Dakota,153,2021
Iowa,North Dakota,412,2021
Kansas,North Dakota,337,2021
Kentucky,North Dakota,0,2021
Louisiana,North Dakota,77,2021
Maine,North Dakota,0,2021
Maryland,North Dakota,0,2021
Massachusetts,North Dakota,0,2021
Michigan,North Dakota,382,2021
Minnesota,North Dakota,10092,2021
Mississippi,North Dakota,156,2021
Missouri,North Dakota,756,2021
Montana,North Dakota,472,2021
Nebraska,North Dakota,159,2021
Nevada,North Dakota,85,2021
New Hampshire,North Dakota,0,2021
New Jersey,North Dakota,274,2021
New Mexico,North Dakota,390,2021
New York,North Dakota,0,2021
North Carolina,North Dakota,224,2021
Ohio,North Dakota,935,2021
Oklahoma,North Dakota,485,2021
Oregon,North Dakota,184,2021
Pennsylvania,North Dakota,187,2021
Rhode Island,North Dakota,575,2021
South Carolina,North Dakota,38,2021
South Dakota,North Dakota,716,2021
Tennessee,North Dakota,91,2021
Texas,North Dakota,904,2021
Utah,North Dakota,0,2021
Vermont,North Dakota,0,2021
Virginia,North Dakota,442,2021
Washington,North Dakota,1285,2021
West Virginia,North Dakota,82,2021
Wisconsin,North Dakota,1087,2021
Wyoming,North Dakota,24,2021
Alabama,Ohio,1702,2021
Alaska,Ohio,12,2021
Arizona,Ohio,4089,2021
Arkansas,Ohio,1364,2021
California,Ohio,9529,2021
Colorado,Ohio,5514,2021
Connecticut,Ohio,1181,2021
Delaware,Ohio,148,2021
District of Columbia,Ohio,1610,2021
Florida,Ohio,22443,2021
Georgia,Ohio,7583,2021
Hawaii,Ohio,268,2021
Idaho,Ohio,958,2021
Illinois,Ohio,4772,2021
Indiana,Ohio,12606,2021
Iowa,Ohio,1121,2021
Kansas,Ohio,489,2021
Kentucky,Ohio,11730,2021
Louisiana,Ohio,738,2021
Maine,Ohio,365,2021
Maryland,Ohio,2251,2021
Massachusetts,Ohio,3128,2021
Michigan,Ohio,8252,2021
Minnesota,Ohio,2539,2021
Mississippi,Ohio,746,2021
Missouri,Ohio,3664,2021
Montana,Ohio,236,2021
Nebraska,Ohio,551,2021
Nevada,Ohio,924,2021
New Hampshire,Ohio,205,2021
New Jersey,Ohio,713,2021
New Mexico,Ohio,850,2021
New York,Ohio,4962,2021
North Carolina,Ohio,11355,2021
North Dakota,Ohio,222,2021
Oklahoma,Ohio,672,2021
Oregon,Ohio,1975,2021
Pennsylvania,Ohio,10774,2021
Rhode Island,Ohio,281,2021
South Carolina,Ohio,7865,2021
South Dakota,Ohio,268,2021
Tennessee,Ohio,8220,2021
Texas,Ohio,11942,2021
Utah,Ohio,557,2021
Vermont,Ohio,546,2021
Virginia,Ohio,5882,2021
Washington,Ohio,4138,2021
West Virginia,Ohio,4448,2021
Wisconsin,Ohio,2637,2021
Wyoming,Ohio,509,2021
Alabama,Oklahoma,851,2021
Alaska,Oklahoma,929,2021
Arizona,Oklahoma,741,2021
Arkansas,Oklahoma,4828,2021
California,Oklahoma,4505,2021
Colorado,Oklahoma,3624,2021
Connecticut,Oklahoma,47,2021
Delaware,Oklahoma,21,2021
District of Columbia,Oklahoma,374,2021
Florida,Oklahoma,3768,2021
Georgia,Oklahoma,1672,2021
Hawaii,Oklahoma,151,2021
Idaho,Oklahoma,184,2021
Illinois,Oklahoma,1148,2021
Indiana,Oklahoma,790,2021
Iowa,Oklahoma,639,2021
Kansas,Oklahoma,3251,2021
Kentucky,Oklahoma,1054,2021
Louisiana,Oklahoma,738,2021
Maine,Oklahoma,208,2021
Maryland,Oklahoma,134,2021
Massachusetts,Oklahoma,610,2021
Michigan,Oklahoma,1133,2021
Minnesota,Oklahoma,1026,2021
Mississippi,Oklahoma,204,2021
Missouri,Oklahoma,3089,2021
Montana,Oklahoma,76,2021
Nebraska,Oklahoma,1336,2021
Nevada,Oklahoma,263,2021
New Hampshire,Oklahoma,0,2021
New Jersey,Oklahoma,527,2021
New Mexico,Oklahoma,161,2021
New York,Oklahoma,2134,2021
North Carolina,Oklahoma,1502,2021
North Dakota,Oklahoma,347,2021
Ohio,Oklahoma,1800,2021
Oregon,Oklahoma,457,2021
Pennsylvania,Oklahoma,796,2021
Rhode Island,Oklahoma,298,2021
South Carolina,Oklahoma,913,2021
South Dakota,Oklahoma,0,2021
Tennessee,Oklahoma,2263,2021
Texas,Oklahoma,16116,2021
Utah,Oklahoma,2041,2021
Vermont,Oklahoma,90,2021
Virginia,Oklahoma,1311,2021
Washington,Oklahoma,2410,2021
West Virginia,Oklahoma,86,2021
Wisconsin,Oklahoma,572,2021
Wyoming,Oklahoma,0,2021
Alabama,Oregon,416,2021
Alaska,Oregon,337,2021
Arizona,Oregon,7318,2021
Arkansas,Oregon,143,2021
California,Oregon,20219,2021
Colorado,Oregon,5642,2021
Connecticut,Oregon,96,2021
Delaware,Oregon,0,2021
District of Columbia,Oregon,426,2021
Florida,Oregon,5937,2021
Georgia,Oregon,3351,2021
Hawaii,Oregon,1396,2021
Idaho,Oregon,5707,2021
Illinois,Oregon,1113,2021
Indiana,Oregon,3271,2021
Iowa,Oregon,3244,2021
Kansas,Oregon,906,2021
Kentucky,Oregon,275,2021
Louisiana,Oregon,421,2021
Maine,Oregon,296,2021
Maryland,Oregon,522,2021
Massachusetts,Oregon,1115,2021
Michigan,Oregon,1308,2021
Minnesota,Oregon,1385,2021
Mississippi,Oregon,264,2021
Missouri,Oregon,2222,2021
Montana,Oregon,1857,2021
Nebraska,Oregon,442,2021
Nevada,Oregon,2496,2021
New Hampshire,Oregon,375,2021
New Jersey,Oregon,354,2021
New Mexico,Oregon,1486,2021
New York,Oregon,1990,2021
North Carolina,Oregon,2443,2021
North Dakota,Oregon,639,2021
Ohio,Oregon,1631,2021
Oklahoma,Oregon,1322,2021
Pennsylvania,Oregon,1377,2021
Rhode Island,Oregon,171,2021
South Carolina,Oregon,1029,2021
South Dakota,Oregon,388,2021
Tennessee,Oregon,1973,2021
Texas,Oregon,5287,2021
Utah,Oregon,2758,2021
Vermont,Oregon,300,2021
